Category,CommunityName,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
Violence  'Other' (Non-domestic),WILLOW PARK,,2,,,1,1,1,,1,3,,
Violence  'Other' (Non-domestic),WINDSOR PARK,1,,,,,,1,1,,,1,
Violence  'Other' (Non-domestic),WINSTON HEIGHTS/MOUNTVIEW,,1,1,,1,1,2,1,1,,1,
Violence  'Other' (Non-domestic),WOLF WILLOW,,,,,,,,,,,,
Violence  'Other' (Non-domestic),WOODBINE,2,1,,1,,3,1,,,1,,2
Violence  'Other' (Non-domestic),WOODLANDS,2,2,2,3,3,1,,4,,2,2,
Violence  'Other' (Non-domestic),YORKVILLE,,,,,,,,,,1,,
Violence  'Other' (Non-domestic),01B,,,,,,,,,,,,
Violence  'Other' (Non-domestic),01F,,,,,,,,,,,,
Violence  'Other' (Non-domestic),01I,,,,,,,,,,,,
Violence  'Other' (Non-domestic),01K,1,,,,,,,,,,,
Violence  'Other' (Non-domestic),02B,,,,,,,,,,,,
Violence  'Other' (Non-domestic),02C,,,,,,,,,,,,
Violence  'Other' (Non-domestic),02E,1,1,2,2,2,,,,2,1,4,
Violence  'Other' (Non-domestic),02F,,,,,,,1,,,,,
Violence  'Other' (Non-domestic),02K,,,1,,,,,,,,,
Violence  'Other' (Non-domestic),02L,,,,,,,,,,,,
Violence  'Other' (Non-domestic),03W,,,,,,,,,,,,
Violence  'Other' (Non-domestic),05D,,,,,,,,,,,,
Violence  'Other' (Non-domestic),05F,,,,,,,,,,,,
Violence  'Other' (Non-domestic),05G,,,,,,,,,,,,
Violence  'Other' (Non-domestic),06A,,,,,,,,,,,,
Violence  'Other' (Non-domestic),06B,,,,,1,,,,,,,
Violence  'Other' (Non-domestic),06C,,,,,,,,,,,,
Violence  'Other' (Non-domestic),09D,,,,,,,,,,,,
Violence  'Other' (Non-domestic),09H,,,,,,,,,,,,
Violence  'Other' (Non-domestic),09K,,,,,,,,,,,,
Violence  'Other' (Non-domestic),09O,,,,,,,,,,,,
Violence  'Other' (Non-domestic),09P,,,,,,,,,,1,,
Violence  'Other' (Non-domestic),09Q,,,,,,,,,,,,
Violence  'Other' (Non-domestic),10D,,,,,,,,,,,,
Violence  'Other' (Non-domestic),10E,,,,,,,,,,,,
Violence  'Other' (Non-domestic),12A,,,,,,,,,,,,
Violence  'Other' (Non-domestic),12B,,,,,,,,,,,,
Violence  'Other' (Non-domestic),12C,,,,,,,,,,,,
Violence  'Other' (Non-domestic),12I,,,,,,,,,,,,
Violence  'Other' (Non-domestic),12J,,,,,,,,,,,,
Violence  'Other' (Non-domestic),12K,,,,,,,,,,,,
Violence  'Other' (Non-domestic),12L,,,,,,,,,,,,
Violence  'Other' (Non-domestic),13A,,,,,,,,,,,,
Violence  'Other' (Non-domestic),13C,,,,,,,,,,,,
Violence  'Other' (Non-domestic),13E,,,,,,,,,,,,
Violence  'Other' (Non-domestic),13F,,,,,,,,,,,,
Violence  'Other' (Non-domestic),13G,,,,,,,,,,,,
Violence  'Other' (Non-domestic),13H,,,,,,,,,,,,
Violence  'Other' (Non-domestic),13M,,,,,,,,,,,,
Violence  'Other' (Non-domestic),SCARBORO/ SUNALTA WEST,,,,,,,,,,,,
Violence  'Other' (Non-domestic),01H CRESTMONT,,,,,,,,,,,,
Violence  'Other' (Non-domestic),01H,,,,,,,,,,,,
Violence  'Other' (Non-domestic),LEWISBURG,,,,,,,,,,,,
Violence  'Other' (Non-domestic),13J,,,,,,,,,,,,
Violence  'Other' (Non-domestic),CORNERSTONE ,,1,,,,,1,,,,,1
,,,,,,,,,,,,,
Break & Enter - Dwelling,ABBEYDALE,,,1,2,1,,,,,,2,
Break & Enter - Dwelling,ACADIA,1,1,1,1,1,,3,1,,2,,
Break & Enter - Dwelling,ALBERT PARK/RADISSON HEIGHTS,,1,2,,2,,1,3,,3,2,
Break & Enter - Dwelling,ALPINE PARK,,,,,,,,,,,,
Break & Enter - Dwelling,ALTADORE,,1,1,1,1,,1,,,1,1,1
Break & Enter - Dwelling,ALYTH/BONNYBROOK,,,,,,,,,,,,
Break & Enter - Dwelling,AMBLETON,,,,,,,,,,,,
Break & Enter - Dwelling,APPLEWOOD PARK,,,2,,1,1,,,,,1,
Break & Enter - Dwelling,ARBOUR LAKE,3,,1,1,,1,,,,2,,1
Break & Enter - Dwelling,ASPEN WOODS,1,,1,,,5,2,2,,1,,2
Break & Enter - Dwelling,AUBURN BAY,,,,,3,1,,2,2,1,1,5
Break & Enter - Dwelling,AURORA BUSINESS PARK,,,,,,,,,,,,
Break & Enter - Dwelling,BANFF TRAIL,,1,1,,,4,1,,,,,1
Break & Enter - Dwelling,BANKVIEW,2,1,2,,1,3,,2,,1,2,2
Break & Enter - Dwelling,BAYVIEW,,,1,,,,1,,2,,,
Break & Enter - Dwelling,BEDDINGTON HEIGHTS,2,1,3,1,,,,2,,1,2,
Break & Enter - Dwelling,BEL-AIRE,,2,1,,,,,,,,,
Break & Enter - Dwelling,BELMONT,,1,,,,,,,,1,,
Break & Enter - Dwelling,BELTLINE,4,1,6,6,2,5,1,3,,1,1,3
Break & Enter - Dwelling,BELVEDERE,,,,,,,,1,,,,
Break & Enter - Dwelling,BONAVISTA DOWNS,,,,1,,,,,,,,
Break & Enter - Dwelling,BOWNESS,,1,3,1,2,1,2,,1,3,2,2
Break & Enter - Dwelling,BRAESIDE,,,,,,,2,,1,,,
Break & Enter - Dwelling,BRENTWOOD,2,,1,,1,1,,,2,,,
Break & Enter - Dwelling,BRIDGELAND/RIVERSIDE,2,,,1,2,2,3,1,2,2,,1
Break & Enter - Dwelling,BRIDLEWOOD,,1,,,,5,,,,,,1
Break & Enter - Dwelling,BRITANNIA,,1,1,,,,,,,2,,
Break & Enter - Dwelling,BURNS INDUSTRIAL,,,,,,,,,1,,,
Break & Enter - Dwelling,CALGARY INTERNATIONAL AIRPORT,,,,,,,,,,,,
Break & Enter - Dwelling,CAMBRIAN HEIGHTS,,,1,,1,,1,,,,,2
Break & Enter - Dwelling,CANADA OLYMPIC PARK,,,,,,,,,,,,
Break & Enter - Dwelling,CANYON MEADOWS,,1,,1,1,,2,1,,,1,
Break & Enter - Dwelling,CAPITOL HILL,1,1,,1,,,1,4,,,2,
Break & Enter - Dwelling,CARRINGTON,1,,,,,,,,1,,,1
Break & Enter - Dwelling,CASTLERIDGE,,,2,,,1,,2,,,,
Break & Enter - Dwelling,CEDARBRAE,,,,1,1,,,,1,,,
Break & Enter - Dwelling,CHAPARRAL,1,,,,1,1,1,1,1,,,1
Break & Enter - Dwelling,CHARLESWOOD,1,1,1,,1,,,1,,,,
Break & Enter - Dwelling,CHINATOWN,,1,,,,,,,,,,
Break & Enter - Dwelling,CHINOOK PARK,,,,2,,,,,1,,,1
Break & Enter - Dwelling,CHRISTIE PARK,,,,,1,,,1,,1,,
Break & Enter - Dwelling,CITADEL,,,,,,,,,,,,3
Break & Enter - Dwelling,CITYSCAPE,,,,,3,1,1,,1,,,4
Break & Enter - Dwelling,CLIFF BUNGALOW,,,,,1,1,,1,,,,
Break & Enter - Dwelling,COACH HILL,,,,,1,2,,,,,,
Break & Enter - Dwelling,COLLINGWOOD,,,,1,,,,1,1,,1,
Break & Enter - Dwelling,COPPERFIELD,,,,1,,2,1,1,1,1,,1
Break & Enter - Dwelling,CORAL SPRINGS,1,1,,,2,,,1,1,,1,1
Break & Enter - Dwelling,CORNERSTONE,,1,,,,,,,1,,,
Break & Enter - Dwelling,COUGAR RIDGE,,,1,1,,2,,,2,2,2,
Break & Enter - Dwelling,COUNTRY HILLS,,,1,2,,,1,,,,,
Break & Enter - Dwelling,COUNTRY HILLS VILLAGE,,,,,,1,,,,,,
Break & Enter - Dwelling,COVENTRY HILLS,,,,1,2,2,2,1,1,,2,3
Break & Enter - Dwelling,CRANSTON,2,2,,1,1,2,2,1,3,,1,
Break & Enter - Dwelling,CRESCENT HEIGHTS,,,,,1,2,1,2,2,1,,
Break & Enter - Dwelling,CRESTMONT,2,,,,,,,,,,,
Break & Enter - Dwelling,CURRIE BARRACKS,,,,,,,,,,,,
Break & Enter - Dwelling,DALHOUSIE,,1,1,3,,1,1,,1,1,,3
Break & Enter - Dwelling,DEER RIDGE,,,,,,1,,,,1,1,1
Break & Enter - Dwelling,DEER RUN,,,,1,,,,,,,,
Break & Enter - Dwelling,DEERFOOT BUSINESS CENTRE,,,,,,,,,,,,
Break & Enter - Dwelling,DIAMOND COVE,,,,,1,,,1,1,,,
Break & Enter - Dwelling,DISCOVERY RIDGE,,,,1,1,,1,,1,,,
Break & Enter - Dwelling,DOUGLASDALE/GLEN,3,1,2,,3,2,3,,,,,
Break & Enter - Dwelling,DOVER,,1,1,,,4,3,1,,2,1,1
Break & Enter - Dwelling,DOWNTOWN COMMERCIAL CORE,5,,,3,,,1,,1,,1,1
Break & Enter - Dwelling,DOWNTOWN EAST VILLAGE,2,1,1,,1,,,1,,,1,
Break & Enter - Dwelling,DOWNTOWN WEST END,,,,,,1,,,1,,,
Break & Enter - Dwelling,EAGLE RIDGE,,,,,,,,,,,,
Break & Enter - Dwelling,EAST FAIRVIEW INDUSTRIAL,,,,,,,,,,,,
Break & Enter - Dwelling,EAST SHEPARD INDUSTRIAL,,,,,,,,,,,,
Break & Enter - Dwelling,EASTFIELD,,,,,,,,,,,,
Break & Enter - Dwelling,EAU CLAIRE,,,,,,1,,,,,,1
Break & Enter - Dwelling,EDGEMONT,3,1,1,2,1,4,1,2,2,2,2,4
Break & Enter - Dwelling,ELBOW PARK,,,1,1,,,,1,1,1,,3
Break & Enter - Dwelling,ELBOYA,1,,,,,1,,,,,,
Break & Enter - Dwelling,ERIN WOODS,,,,,1,,,,1,,,
Break & Enter - Dwelling,ERLTON,,,,1,,1,,,,,,
Break & Enter - Dwelling,EVANSTON,,1,,,,2,2,1,,,,
Break & Enter - Dwelling,EVERGREEN,,1,3,,,2,,,,,1,
Break & Enter - Dwelling,FAIRVIEW,,,,,,1,1,,1,,,1
Break & Enter - Dwelling,FAIRVIEW INDUSTRIAL,,,,1,,,,,,,,
Break & Enter - Dwelling,FALCONRIDGE,3,1,,1,3,1,1,2,1,,4,
Break & Enter - Dwelling,FISH CREEK PARK,,,,,,,,,,,,
Break & Enter - Dwelling,FOOTHILLS,,,,,,,,,,,,
Break & Enter - Dwelling,FOREST HEIGHTS,1,2,,1,,1,1,,1,,2,1
Break & Enter - Dwelling,FOREST LAWN,2,2,,3,4,,1,1,3,3,2,
Break & Enter - Dwelling,FOREST LAWN INDUSTRIAL,,,,,,,,,,,,1
Break & Enter - Dwelling,FRANKLIN,,,,,,,,,,,,
Break & Enter - Dwelling,GARRISON GREEN,,,,,,,,,,,,
Break & Enter - Dwelling,GARRISON WOODS,,,,,,,,,,,,
Break & Enter - Dwelling,GLACIER RIDGE,,,,,,,,,,,,
Break & Enter - Dwelling,GLAMORGAN,,,,,,,1,1,,,2,
Break & Enter - Dwelling,GLENBROOK,,,,,1,,,,,,,2
Break & Enter - Dwelling,GLENDALE,1,1,,1,2,1,,2,,,,
Break & Enter - Dwelling,GLENDEER BUSINESS PARK,,,,,,,,,,,,
Break & Enter - Dwelling,GLENMORE PARK,,,,,,,,,,,,
Break & Enter - Dwelling,GOLDEN TRIANGLE,,,,,,,,,,,,
Break & Enter - Dwelling,GREAT PLAINS,,,,,,,,,,,,
Break & Enter - Dwelling,GREENVIEW,1,1,,,,,,,,1,,1
Break & Enter - Dwelling,GREENVIEW INDUSTRIAL PARK,,,,,,,,,,,,
Break & Enter - Dwelling,GREENWOOD/GREENBRIAR,,,,,,,,,,,,
Break & Enter - Dwelling,HAMPTONS,,1,3,,,1,1,,2,1,,
Break & Enter - Dwelling,HARVEST HILLS,2,1,,,1,1,5,2,,2,1,
Break & Enter - Dwelling,HASKAYNE,,,,,,,,1,2,,,
Break & Enter - Dwelling,HAWKWOOD,3,,2,1,1,2,,,,,,1
Break & Enter - Dwelling,HAYSBORO,1,,,1,,1,,1,1,,,
Break & Enter - Dwelling,HIDDEN VALLEY,,,1,2,2,,,,2,,,2
Break & Enter - Dwelling,HIGHFIELD,,,,,,,,,,,,
Break & Enter - Dwelling,HIGHLAND PARK,2,1,,1,1,,2,1,1,,2,
Break & Enter - Dwelling,HIGHWOOD,2,,,,,3,,1,,,2,
Break & Enter - Dwelling,HILLHURST,1,,1,1,,,2,,2,2,,
Break & Enter - Dwelling,HOMESTEAD,,,,,,,,,,,,
Break & Enter - Dwelling,HORIZON,,,,,,,,,,,,
Break & Enter - Dwelling,HOTCHKISS,,,,,,,,,,,,
Break & Enter - Dwelling,HOUNSFIELD HEIGHTS/BRIAR HILL,,,,3,,2,3,3,,,,1
Break & Enter - Dwelling,HUNTINGTON HILLS,6,,2,1,,,,1,,,,
Break & Enter - Dwelling,INGLEWOOD,2,2,1,2,,1,1,2,,,,
Break & Enter - Dwelling,KELVIN GROVE,,1,,5,3,1,1,,1,,1,1
Break & Enter - Dwelling,KEYSTONE HILLS,,,,,,,,,,,,
Break & Enter - Dwelling,KILLARNEY/GLENGARRY,2,,3,1,1,,,2,1,1,2,1
Break & Enter - Dwelling,KINCORA,,,,,,2,,,,,1,2
Break & Enter - Dwelling,KINGSLAND,2,,,5,,,2,,,1,1,
Break & Enter - Dwelling,LAKE BONAVISTA,1,1,2,1,4,1,,3,,3,1,1
Break & Enter - Dwelling,LAKEVIEW,1,,,2,,,1,,,,,2
Break & Enter - Dwelling,LEGACY,,1,,,,,,1,2,,,
Break & Enter - Dwelling,LINCOLN PARK,2,,,,,,,,,,1,
Break & Enter - Dwelling,LIVINGSTON,1,,,,,,,1,,,,
Break & Enter - Dwelling,LOWER MOUNT ROYAL,,1,,,,1,,1,1,,,
Break & Enter - Dwelling,MACEWAN GLEN,1,,1,1,,1,,2,,1,,2
Break & Enter - Dwelling,MAHOGANY,,,1,,,1,,,3,1,,1
Break & Enter - Dwelling,MANCHESTER,,,,,,,,,,,,1
Break & Enter - Dwelling,MANCHESTER INDUSTRIAL,,,,,,,,,,1,,
Break & Enter - Dwelling,MAPLE RIDGE,,1,,,,,,1,,,,
Break & Enter - Dwelling,MARLBOROUGH,3,1,7,2,1,,1,2,4,2,2,2
Break & Enter - Dwelling,MARLBOROUGH PARK,,1,1,,1,,,,1,,1,
Break & Enter - Dwelling,MARTINDALE,,2,4,,,2,1,,6,1,,
Break & Enter - Dwelling,MAYFAIR,,,,1,,,,,,,,
Break & Enter - Dwelling,MAYLAND,,,,,,,,,,,,
Break & Enter - Dwelling,MAYLAND HEIGHTS,2,,,1,,3,1,,,1,,
Break & Enter - Dwelling,MCCALL,,,,,,,,,,,,
Break & Enter - Dwelling,MCKENZIE LAKE,1,,1,1,,,2,,1,1,1,2
Break & Enter - Dwelling,MCKENZIE TOWNE,,1,,1,1,1,,,1,,,1
Break & Enter - Dwelling,MEADOWLARK PARK,,,,,,,1,,,,,
Break & Enter - Dwelling,MEDICINE HILL,,,,,,,,,,,,
Break & Enter - Dwelling,MERIDIAN,,,,,,,,,,,,
Break & Enter - Dwelling,MIDNAPORE,1,,1,,1,,,,1,3,,
Break & Enter - Dwelling,MILLRISE,1,,1,,,,2,1,,2,,
Break & Enter - Dwelling,MISSION,,,,,1,,1,,,,2,1
Break & Enter - Dwelling,MONTEREY PARK,1,1,3,1,,2,,1,,,,
Break & Enter - Dwelling,MONTGOMERY,,,1,1,3,2,5,1,,,1,1
Break & Enter - Dwelling,MOUNT PLEASANT,1,,1,,1,1,1,,1,1,2,1
Break & Enter - Dwelling,NEW BRIGHTON,2,,,,1,3,1,1,,1,1,2
Break & Enter - Dwelling,NOLAN HILL,,,,,1,,,,1,1,,1
Break & Enter - Dwelling,NORTH AIRWAYS,,,,,,,,,,,,
Break & Enter - Dwelling,NORTH GLENMORE PARK,,,,,,,,,,,,1
Break & Enter - Dwelling,NORTH HAVEN,,,,,1,,,,,1,2,
Break & Enter - Dwelling,NORTH HAVEN UPPER,,,,1,,,,,,,,
Break & Enter - Dwelling,NOSE HILL PARK,,,,,,,,,,,,
Break & Enter - Dwelling,OAKRIDGE,2,,,1,,2,,1,,1,1,1
Break & Enter - Dwelling,OGDEN,2,,,1,1,,2,,,,,
Break & Enter - Dwelling,OGDEN SHOPS,,,,,,,,,,,,
Break & Enter - Dwelling,PALLISER,,,,,,,,,,,1,
Break & Enter - Dwelling,PANORAMA HILLS,,1,2,4,,1,3,3,2,,1,4
Break & Enter - Dwelling,PARKDALE,,,,,,,,,,,,
Break & Enter - Dwelling,PARKHILL,1,,,2,,,,1,1,,,1
Break & Enter - Dwelling,PARKLAND,,,,2,,,1,,,,1,
Break & Enter - Dwelling,PATTERSON,1,1,,,,,,1,,,,1
Break & Enter - Dwelling,PEGASUS,,,,,,,,,,,,
Break & Enter - Dwelling,PENBROOKE MEADOWS,1,,2,,1,1,,1,2,4,1,
Break & Enter - Dwelling,PINE CREEK,,,,,,,1,,,,,
Break & Enter - Dwelling,PINERIDGE,1,,1,1,1,1,1,3,,,2,2
Break & Enter - Dwelling,POINT MCKAY,,,,1,,,,,1,,,
Break & Enter - Dwelling,PUMP HILL,,,1,,,1,,,,,,1
Break & Enter - Dwelling,QUEENS PARK VILLAGE,,,,,,,,,,,,
Break & Enter - Dwelling,QUEENSLAND,1,,,,1,,,,,,,
Break & Enter - Dwelling,RAMSAY,,,,,,2,1,,1,,,1
Break & Enter - Dwelling,RANCHLANDS,2,2,3,1,,,,,,1,1,2
Break & Enter - Dwelling,RANGEVIEW,,,,,,,,,,,,
Break & Enter - Dwelling,RED CARPET,1,,1,,,1,,,,,,
Break & Enter - Dwelling,REDSTONE,,1,,,,,1,1,,,,1
Break & Enter - Dwelling,RENFREW,1,,1,,1,,1,3,1,,2,
Break & Enter - Dwelling,RICHMOND,,,,,2,,3,,1,1,,
Break & Enter - Dwelling,RIDEAU PARK,,,,,1,,,2,,,,
Break & Enter - Dwelling,RIVERBEND,1,1,,,5,1,1,1,1,1,,
Break & Enter - Dwelling,ROCKY RIDGE,,,,,2,1,1,,,1,,1
Break & Enter - Dwelling,ROSEDALE,1,,,1,,,,,,,,
Break & Enter - Dwelling,ROSEMONT,1,,1,1,,,,,,,,
Break & Enter - Dwelling,ROSSCARROCK,,2,,1,,,,2,,1,1,1
Break & Enter - Dwelling,ROXBORO,,,,,,,,,,1,,
Break & Enter - Dwelling,ROYAL OAK,,,,2,,2,,,1,1,1,
Break & Enter - Dwelling,ROYAL VISTA,,,,,,,,,,,,
Break & Enter - Dwelling,RUNDLE,1,,,2,2,1,1,,,,,
Break & Enter - Dwelling,RUTLAND PARK,,,,1,,,,,,,,
Break & Enter - Dwelling,SADDLE RIDGE,1,1,,1,,,,1,3,5,2,6
Break & Enter - Dwelling,SADDLE RIDGE INDUSTRIAL,,,,,,,,,,,,
Break & Enter - Dwelling,SAGE HILL,2,2,,,3,,,1,2,,,1
Break & Enter - Dwelling,SANDSTONE VALLEY,,,2,1,,1,1,2,2,1,,4
Break & Enter - Dwelling,SCARBORO,,,,1,,,,,1,,,
Break & Enter - Dwelling,SCENIC ACRES,3,1,3,,,,,1,1,1,,1
Break & Enter - Dwelling,SECTION 23,,,,,,,,,,,,
Break & Enter - Dwelling,SETON,,,,1,1,,1,1,1,,1,1
Break & Enter - Dwelling,SHAGANAPPI,,,,,,,,1,1,,,
Break & Enter - Dwelling,SHAWNEE SLOPES,,,,,1,1,1,,1,,,1
Break & Enter - Dwelling,SHAWNESSY,,1,2,,,,,,,,,1
Break & Enter - Dwelling,SHEPARD INDUSTRIAL,,,1,1,,,,,,,,
Break & Enter - Dwelling,SHERWOOD,2,,,3,1,1,,,,,,
Break & Enter - Dwelling,SIGNAL HILL,,1,3,,1,2,1,,2,,5,
Break & Enter - Dwelling,SILVER SPRINGS,3,2,1,1,1,1,1,1,2,,,2
Break & Enter - Dwelling,SILVERADO,,,,,,,,,,,,
Break & Enter - Dwelling,SKYLINE EAST,,,,,,,,,,,,
Break & Enter - Dwelling,SKYLINE WEST,1,,,,,,,,,,,
Break & Enter - Dwelling,SKYVIEW RANCH,2,,1,3,1,1,2,1,1,,2,
Break & Enter - Dwelling,SOMERSET,,,,,,,,,2,1,3,2
Break & Enter - Dwelling,SOUTH AIRWAYS,,,,,,,,,,,,
Break & Enter - Dwelling,SOUTH CALGARY,1,,1,,1,,1,,,3,1,
Break & Enter - Dwelling,SOUTH FOOTHILLS,,,,,,,,,,,,
Break & Enter - Dwelling,SOUTHVIEW,,,,,,1,,3,1,,,
Break & Enter - Dwelling,SOUTHWOOD,,,,,,2,,3,1,,1,
Break & Enter - Dwelling,SPRINGBANK HILL,2,,1,,1,,1,2,3,2,4,4
Break & Enter - Dwelling,SPRUCE CLIFF,1,1,,,,,,,,1,,
Break & Enter - Dwelling,ST. ANDREWS HEIGHTS,,,,,,,1,,,,,
Break & Enter - Dwelling,STARFIELD,,,,,,,,,,,,
Break & Enter - Dwelling,STONEGATE LANDING,,,,,,,,,,,,
Break & Enter - Dwelling,STONEY 1,,,,,,,,,,,,
Break & Enter - Dwelling,STONEY 2,,1,,,,,,1,,1,,
Break & Enter - Dwelling,STONEY 3,,,,,,,,,,,,
Break & Enter - Dwelling,STONEY 4,,,,,,,,,,,,
Break & Enter - Dwelling,STRATHCONA PARK,,,,,1,3,1,1,2,1,,1
Break & Enter - Dwelling,SUNALTA,,1,,,2,1,1,1,,,1,
Break & Enter - Dwelling,SUNDANCE,,,,1,1,1,1,,,,1,
Break & Enter - Dwelling,SUNNYSIDE,1,,,,1,,1,,,1,1,1
Break & Enter - Dwelling,SUNRIDGE,1,1,,1,,,,,,,,
Break & Enter - Dwelling,SYMONS VALLEY RANCH,,,,,,,,,,,,
Break & Enter - Dwelling,TARADALE,,,,1,3,,1,,,1,,5
Break & Enter - Dwelling,TEMPLE,,4,3,1,4,,,1,,1,,1
Break & Enter - Dwelling,THORNCLIFFE,3,2,,2,,2,1,,3,,1,1
Break & Enter - Dwelling,TUSCANY,,,,1,3,1,,1,2,1,1,
Break & Enter - Dwelling,TUXEDO PARK,1,2,1,,,1,2,2,2,1,,
Break & Enter - Dwelling,TWINHILLS,,,,,,,,,,,,
Break & Enter - Dwelling,UNIVERSITY DISTRICT,1,,,,1,1,,,1,,1,
Break & Enter - Dwelling,UNIVERSITY HEIGHTS,,1,1,,,,2,,,,,
Break & Enter - Dwelling,UNIVERSITY OF CALGARY,,,,,,,,,,,,
Break & Enter - Dwelling,UPPER MOUNT ROYAL,,,3,2,,2,2,,,2,3,1
Break & Enter - Dwelling,VALLEY RIDGE,,,,,,,1,2,1,,,
Break & Enter - Dwelling,VALLEYFIELD,,,,,,,,,,1,,
Break & Enter - Dwelling,VARSITY,2,2,3,,,2,,2,4,2,2,1
Break & Enter - Dwelling,VISTA HEIGHTS,,,,,,,,1,,,,
Break & Enter - Dwelling,WALDEN,,,,,,,,2,3,1,,
Break & Enter - Dwelling,WEST HILLHURST,3,,,1,,2,,1,,,,
Break & Enter - Dwelling,WEST SPRINGS,,,2,,,1,,,,1,3,1
Break & Enter - Dwelling,WESTGATE,1,,,1,,1,,,1,,,
Break & Enter - Dwelling,WESTWINDS,,,,,,,,,,,,1
Break & Enter - Dwelling,WHITEHORN,,2,,3,1,2,1,2,,,,
Break & Enter - Dwelling,WILDWOOD,,,,,1,,,,,,,
Break & Enter - Dwelling,WILLOW PARK,,,2,,1,,3,2,1,,,
Break & Enter - Dwelling,WINDSOR PARK,1,1,,1,1,,1,2,,1,,1
Break & Enter - Dwelling,WINSTON HEIGHTS/MOUNTVIEW,,,3,1,,1,1,4,,,,2
Break & Enter - Dwelling,WOLF WILLOW,,,,,,,,,,,,
Break & Enter - Dwelling,WOODBINE,1,1,1,1,2,,,2,1,,1,
Break & Enter - Dwelling,WOODLANDS,,,,,,,1,,2,1,,
Break & Enter - Dwelling,YORKVILLE,,,,,,,,,,1,,
Break & Enter - Dwelling,01B,,,,,,,,,,,,
Break & Enter - Dwelling,01F,,,,,,,,,,,,
Break & Enter - Dwelling,01I,,,,,,,,,,,,
Break & Enter - Dwelling,01K,,,,,,,,,,,,
Break & Enter - Dwelling,02B,,,,,,,,,,,,
Break & Enter - Dwelling,02C,,,,,,,,,,,,
Break & Enter - Dwelling,02E,,,,,,,,,,,,
Break & Enter - Dwelling,02F,,,,,,,,,,,,
Break & Enter - Dwelling,02K,,,,,,,,,,,,
Break & Enter - Dwelling,02L,,,,,,,,,,,,
Break & Enter - Dwelling,03W,,,,,,,,,,,,
Break & Enter - Dwelling,05D,,,,,,,,,,,,
Break & Enter - Dwelling,05F,,,,,,,,,,,,
Break & Enter - Dwelling,05G,,,,,,,,,,,,
Break & Enter - Dwelling,06A,,,,,,,,,,,,
Break & Enter - Dwelling,06B,,,,,,,,,,,,
Break & Enter - Dwelling,06C,,,,,,,,,,,,
Break & Enter - Dwelling,09D,,,,,,,,,,,,
Break & Enter - Dwelling,09H,,,,,,,,,,,,
Break & Enter - Dwelling,09K,,,,,,,,,,,,
Break & Enter - Dwelling,09O,,,,,,,,,,,,1
Break & Enter - Dwelling,09P,,1,,,,,,,,,,
Break & Enter - Dwelling,09Q,,,,,,,,,,,,
Break & Enter - Dwelling,10D,,,,,,,,,,,,
Break & Enter - Dwelling,10E,,,,,,,,,,,,
Break & Enter - Dwelling,12A,,,,,,,,,,,,
Break & Enter - Dwelling,12B,,,,,,,,,,,,
Break & Enter - Dwelling,12C,,,,,,,,,,,,
Break & Enter - Dwelling,12I,,,,,,,,,,,,
Break & Enter - Dwelling,12J,,,,,,,,,,,,
Break & Enter - Dwelling,12K,,,,,,,,,,,,
Break & Enter - Dwelling,12L,,,,,,,,,,,,
Break & Enter - Dwelling,13A,,,,,,,,,,,,
Break & Enter - Dwelling,13C,,,,,,,,,,,,
Break & Enter - Dwelling,13E,,,,,,,,,,,,
Break & Enter - Dwelling,13F,,,,,,,,,,,,
Break & Enter - Dwelling,13G,,,,,,,,,,,,
Break & Enter - Dwelling,13H,,,,,,,,,,,,
Break & Enter - Dwelling,13M,,,,,,,,,,,,
Break & Enter - Dwelling,SCARBORO/ SUNALTA WEST,,,,,,,1,,,,,
Break & Enter - Dwelling,01H CRESTMONT,,,,,,,,,,,,
Break & Enter - Dwelling,01H,,,,,,,,,,,,
Break & Enter - Dwelling,LEWISBURG,,,,,,,,,,,,
Break & Enter - Dwelling,13J,,,,,,,,,,,,
Break & Enter - Dwelling,CORNERSTONE ,,,,1,,,1,,,,,
,,,,,,,,,,,,,
Break & Enter - Commercial,ABBEYDALE,,,,,,,,,,,,
Break & Enter - Commercial,ACADIA,1,,3,2,1,3,3,1,3,1,,1
Break & Enter - Commercial,ALBERT PARK/RADISSON HEIGHTS,3,2,1,2,1,,1,,1,,3,2
Break & Enter - Commercial,ALPINE PARK,,,,,1,,,,,,,
Break & Enter - Commercial,ALTADORE,1,,2,,,,,,,,1,1
Break & Enter - Commercial,ALYTH/BONNYBROOK,1,1,2,,2,1,4,4,2,1,,1
Break & Enter - Commercial,AMBLETON,,,1,,,,,,,,,
Break & Enter - Commercial,APPLEWOOD PARK,1,,,,,,,,,,,
Break & Enter - Commercial,ARBOUR LAKE,3,,7,2,2,1,,,6,4,3,1
Break & Enter - Commercial,ASPEN WOODS,,,2,,2,2,1,,1,,,
Break & Enter - Commercial,AUBURN BAY,,,,,3,,1,1,,,,
Break & Enter - Commercial,AURORA BUSINESS PARK,,,,1,,,,,1,,,
Break & Enter - Commercial,BANFF TRAIL,,,3,,,1,,,,1,,1
Break & Enter - Commercial,BANKVIEW,2,1,3,2,2,2,,1,1,1,4,3
Break & Enter - Commercial,BAYVIEW,,,1,,,,,,,,,
Break & Enter - Commercial,BEDDINGTON HEIGHTS,,,,,,,,,2,1,1,3
