Category,CommunityName,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
Commercial Robbery,DEER RUN,,,,,,,,1,,,,
Commercial Robbery,DEERFOOT BUSINESS CENTRE,,,,,,,1,,,,,
Commercial Robbery,DIAMOND COVE,,,,,,,,,,,,
Commercial Robbery,DISCOVERY RIDGE,,,,,,,,,,,,
Commercial Robbery,DOUGLASDALE/GLEN,,,,,,,,,,,,
Commercial Robbery,DOVER,,1,,,,,,,,,,1
Commercial Robbery,DOWNTOWN COMMERCIAL CORE,1,,1,,,1,2,1,2,1,3,
Commercial Robbery,DOWNTOWN EAST VILLAGE,,,1,1,,,,,,,,1
Commercial Robbery,DOWNTOWN WEST END,,,,,,,,,,,1,
Commercial Robbery,EAGLE RIDGE,,,,,,,,,,,,
Commercial Robbery,EAST FAIRVIEW INDUSTRIAL,1,,,2,,1,,,,,,
Commercial Robbery,EAST SHEPARD INDUSTRIAL,,,,,1,,,2,1,,1,
Commercial Robbery,EASTFIELD,,,,,,,,,,,,
Commercial Robbery,EAU CLAIRE,,,,,,,,,,,,
Commercial Robbery,EDGEMONT,,,,,,,,,,,,
Commercial Robbery,ELBOW PARK,,,,,,,,,,,,
Commercial Robbery,ELBOYA,,,,,,,,,,,,
Commercial Robbery,ERIN WOODS,,,,,,,,,,,,
Commercial Robbery,ERLTON,,,,,,,,,,,,
Commercial Robbery,EVANSTON,,1,,,,,,,,,,
Commercial Robbery,EVERGREEN,,,,,,,,,,,,
Commercial Robbery,FAIRVIEW,2,,,,,1,,,,,,
Commercial Robbery,FAIRVIEW INDUSTRIAL,,,,,,,,,,,,
Commercial Robbery,FALCONRIDGE,,,,,,,,,1,,,
Commercial Robbery,FISH CREEK PARK,,,,,,,,,,,,
Commercial Robbery,FOOTHILLS,,,,,,,,,,,,
Commercial Robbery,FOREST HEIGHTS,,,,1,,,,,,1,,2
Commercial Robbery,FOREST LAWN,,,,,,,,,1,2,1,
Commercial Robbery,FOREST LAWN INDUSTRIAL,,2,,,,,,,,,,
Commercial Robbery,FRANKLIN,,,,,,,,,,,,1
Commercial Robbery,GARRISON GREEN,,,,,,,,,,,,
Commercial Robbery,GARRISON WOODS,,,,,,,,,,,,
Commercial Robbery,GLACIER RIDGE,,,,,,,,,,,,
Commercial Robbery,GLAMORGAN,,,,,,,1,1,,,,
Commercial Robbery,GLENBROOK,1,,,,,,1,,,,,
Commercial Robbery,GLENDALE,,,,,,,,,,,1,
Commercial Robbery,GLENDEER BUSINESS PARK,,,,,,,,,,,,
Commercial Robbery,GLENMORE PARK,,,,,,,,,,,,
Commercial Robbery,GOLDEN TRIANGLE,,,,,,,,,,,,
Commercial Robbery,GREAT PLAINS,,,,,,,,,,,,
Commercial Robbery,GREENVIEW,,,1,,,,,,,,,
Commercial Robbery,GREENVIEW INDUSTRIAL PARK,,,,,,,,,,,,
Commercial Robbery,GREENWOOD/GREENBRIAR,,,,,,,,,,,,
Commercial Robbery,HAMPTONS,,,,,,,,,,,,
Commercial Robbery,HARVEST HILLS,,,,,,,,,,,,
Commercial Robbery,HASKAYNE,,,,,,,,,,,,
Commercial Robbery,HAWKWOOD,,,,,,,1,,,,,
Commercial Robbery,HAYSBORO,,,,,,,,,,,,
Commercial Robbery,HIDDEN VALLEY,,,,,,,,,,,,
Commercial Robbery,HIGHFIELD,,,,,,,,,,,,
Commercial Robbery,HIGHLAND PARK,,,,,,,,,,,,1
Commercial Robbery,HIGHWOOD,,,,,,1,,,,,,
Commercial Robbery,HILLHURST,1,,1,,,1,1,,,1,1,
Commercial Robbery,HOMESTEAD,,,,,,,,,,,,
Commercial Robbery,HORIZON,,,,,1,,1,1,,1,,1
Commercial Robbery,HOTCHKISS,,,,,,,,,,,,
Commercial Robbery,HOUNSFIELD HEIGHTS/BRIAR HILL,,,1,,,,,,,,,
Commercial Robbery,HUNTINGTON HILLS,,1,,,,1,1,1,,,1,2
Commercial Robbery,INGLEWOOD,,,1,,,1,1,,,,1,
Commercial Robbery,KELVIN GROVE,,,,,,,,,,,,
Commercial Robbery,KEYSTONE HILLS,,,,,,,,,,,,
Commercial Robbery,KILLARNEY/GLENGARRY,,,,,,,,,,,1,
Commercial Robbery,KINCORA,,,,,,,,,,,,
Commercial Robbery,KINGSLAND,,1,1,,,,,1,1,,,
Commercial Robbery,LAKE BONAVISTA,,,,,,,,1,,,,
Commercial Robbery,LAKEVIEW,,,,,,,,,,,,
Commercial Robbery,LEGACY,,,,,,1,,,,,,
Commercial Robbery,LINCOLN PARK,,,,,,,,,,,,
Commercial Robbery,LIVINGSTON,,,,,,,,,,,,
Commercial Robbery,LOWER MOUNT ROYAL,,,,,1,,,1,,,,1
Commercial Robbery,MACEWAN GLEN,,,,,,,,,,,,
Commercial Robbery,MAHOGANY,,,,,,,,,,,,
Commercial Robbery,MANCHESTER,,,,,,,,,,,,
Commercial Robbery,MANCHESTER INDUSTRIAL,1,,,,,,1,1,,,2,2
Commercial Robbery,MAPLE RIDGE,,,,,,,,,,,,
Commercial Robbery,MARLBOROUGH,,,1,,,,1,,,1,,1
Commercial Robbery,MARLBOROUGH PARK,,,1,,,,1,,,,3,
Commercial Robbery,MARTINDALE,,,,,,1,,,,,,
Commercial Robbery,MAYFAIR,,,,,,,,,,,,
Commercial Robbery,MAYLAND,,,,,,,,,,,,
Commercial Robbery,MAYLAND HEIGHTS,,,,,,,,,,,,
Commercial Robbery,MCCALL,,,,,,,,,,,,
Commercial Robbery,MCKENZIE LAKE,,,,,,,,,,,,
Commercial Robbery,MCKENZIE TOWNE,,,,,,,,,,1,,
Commercial Robbery,MEADOWLARK PARK,1,,,,,,1,,,,1,
Commercial Robbery,MEDICINE HILL,,,,,,,,,,,,
Commercial Robbery,MERIDIAN,,,,,,1,,,,,,
Commercial Robbery,MIDNAPORE,1,,,,,,,,,,,
Commercial Robbery,MILLRISE,,,,1,,,,,,,,
Commercial Robbery,MISSION,,,,,,,,,,,,
Commercial Robbery,MONTEREY PARK,,,,,,,,,,,1,1
Commercial Robbery,MONTGOMERY,,,,1,,1,,,,,2,
Commercial Robbery,MOUNT PLEASANT,,,1,2,,,,,,,,
Commercial Robbery,NEW BRIGHTON,,,,,,,,,,,,
Commercial Robbery,NOLAN HILL,,,,,,,,,,,,
Commercial Robbery,NORTH AIRWAYS,,,,,,,,,,,,
Commercial Robbery,NORTH GLENMORE PARK,,,,,,,,,,,,
Commercial Robbery,NORTH HAVEN,,,,,,,,,,,,
Commercial Robbery,NORTH HAVEN UPPER,,,,,,,,,,,,
Commercial Robbery,NOSE HILL PARK,,,,,,,,,,,,
Commercial Robbery,OAKRIDGE,,,1,,,,,,,1,,1
Commercial Robbery,OGDEN,,,,,1,,,1,,1,1,
Commercial Robbery,OGDEN SHOPS,,,,,,,,,,,,
Commercial Robbery,PALLISER,,,,,,,,,,,,
Commercial Robbery,PANORAMA HILLS,,,,,,,,,,,,
Commercial Robbery,PARKDALE,,,,,,,,,,,1,
Commercial Robbery,PARKHILL,,1,,,,,,,,,,
Commercial Robbery,PARKLAND,,,,,,,,,,,,
Commercial Robbery,PATTERSON,,,,,,1,,,,,,1
Commercial Robbery,PEGASUS,,,,,,,,,,,,
Commercial Robbery,PENBROOKE MEADOWS,,,1,,,,,,1,,2,2
Commercial Robbery,PINE CREEK,,,,,,,,,,,,
Commercial Robbery,PINERIDGE,,,,,,,,,,,1,
Commercial Robbery,POINT MCKAY,,,,,,,,,,,,
Commercial Robbery,PUMP HILL,,,,,,,,,,,,
Commercial Robbery,QUEENS PARK VILLAGE,,,,,,,,,,,,
Commercial Robbery,QUEENSLAND,,,,,,,,,,,,
Commercial Robbery,RAMSAY,,,,,,,,,,,,
Commercial Robbery,RANCHLANDS,,,,,,,,,,,,
Commercial Robbery,RANGEVIEW,,,,,,,,,,,,
Commercial Robbery,RED CARPET,,,,,,,1,,,,,
Commercial Robbery,REDSTONE,,,,,,,,,,,,
Commercial Robbery,RENFREW,,,,,,,,1,,,,
Commercial Robbery,RICHMOND,,,,,,,,,,,,
Commercial Robbery,RIDEAU PARK,,,,,,,,,,,,
Commercial Robbery,RIVERBEND,,,,,,,,,,,,
Commercial Robbery,ROCKY RIDGE,,,,,,,,,,,,
Commercial Robbery,ROSEDALE,,,,,,,,,,,,
Commercial Robbery,ROSEMONT,,,,,,,,,,,,
Commercial Robbery,ROSSCARROCK,1,2,2,1,2,,,,,1,1,
Commercial Robbery,ROXBORO,,,,,,,,,,,,
Commercial Robbery,ROYAL OAK,,,,,,,,,,,,
Commercial Robbery,ROYAL VISTA,,,,,1,,,,,,,
Commercial Robbery,RUNDLE,,1,,1,1,,,,,,,
Commercial Robbery,RUTLAND PARK,,,,,,,,,,1,,
Commercial Robbery,SADDLE RIDGE,2,,,1,,,,,,,,
Commercial Robbery,SADDLE RIDGE INDUSTRIAL,,,,,,,,,,,,
Commercial Robbery,SAGE HILL,,,,,,,1,,,,,
Commercial Robbery,SANDSTONE VALLEY,,,,,,,,,,,,
Commercial Robbery,SCARBORO,,,,,,,,,,,,
Commercial Robbery,SCENIC ACRES,,,,,,,,,,,,
Commercial Robbery,SECTION 23,,,,,,,,,,,,
Commercial Robbery,SETON,,,,,,1,,,,,1,
Commercial Robbery,SHAGANAPPI,,,,,,,,,,,,
Commercial Robbery,SHAWNEE SLOPES,,,,,,,,,,,,
Commercial Robbery,SHAWNESSY,,,1,,,1,,1,,,,
Commercial Robbery,SHEPARD INDUSTRIAL,1,,,,,,,,,,,
Commercial Robbery,SHERWOOD,,,,,,,,,,,,
Commercial Robbery,SIGNAL HILL,,,,,,,,,,,,
Commercial Robbery,SILVER SPRINGS,,,1,,,,1,,,,,
Commercial Robbery,SILVERADO,,,,,,,,,,,,
Commercial Robbery,SKYLINE EAST,,,,,,,,,,,,
Commercial Robbery,SKYLINE WEST,,,,,,,,,,,,
Commercial Robbery,SKYVIEW RANCH,,,,,,,,,,,,
Commercial Robbery,SOMERSET,,,,,,,,,,,,
Commercial Robbery,SOUTH AIRWAYS,,,,,,,,,1,,,
Commercial Robbery,SOUTH CALGARY,,,1,,,,,,,,2,3
Commercial Robbery,SOUTH FOOTHILLS,,,,,,,,,,,,
Commercial Robbery,SOUTHVIEW,,,,1,,,,,,1,1,
Commercial Robbery,SOUTHWOOD,,,,,1,,,,2,1,,
Commercial Robbery,SPRINGBANK HILL,,,,,,1,,,,,,
Commercial Robbery,SPRUCE CLIFF,,,,,,1,1,,,,,
Commercial Robbery,ST. ANDREWS HEIGHTS,,,,,,,,,,,,
Commercial Robbery,STARFIELD,,,,,,,,,,,,
Commercial Robbery,STONEGATE LANDING,,,,,,,,,,,,
Commercial Robbery,STONEY 1,,,,,,,,,,,,
Commercial Robbery,STONEY 2,,1,,,,,,,,,,
Commercial Robbery,STONEY 3,,,,,,,,,,,,
Commercial Robbery,STONEY 4,,,,,,,,,,,,
Commercial Robbery,STRATHCONA PARK,,,,,,,,,,,,
Commercial Robbery,SUNALTA,,,,,,,,,,,,
Commercial Robbery,SUNDANCE,,,,,,,,,,,1,
Commercial Robbery,SUNNYSIDE,,,,,,1,,,,,1,
Commercial Robbery,SUNRIDGE,1,2,1,2,,2,1,3,,2,2,3
Commercial Robbery,SYMONS VALLEY RANCH,,,,,,,,,,,,
Commercial Robbery,TARADALE,,,,,,,,,1,,,
Commercial Robbery,TEMPLE,,1,,,,,,,,,,
Commercial Robbery,THORNCLIFFE,,,3,,,,,,,1,1,
Commercial Robbery,TUSCANY,,,,,,,,,,,,
Commercial Robbery,TUXEDO PARK,,,,,,,,,,,,
Commercial Robbery,TWINHILLS,,,,,,,,,,,,
Commercial Robbery,UNIVERSITY DISTRICT,,,,,,,,,,,,
Commercial Robbery,UNIVERSITY HEIGHTS,,,,,,,,,,,,
Commercial Robbery,UNIVERSITY OF CALGARY,,,,,,,,,,,,
Commercial Robbery,UPPER MOUNT ROYAL,,,,,,,,,,,,
Commercial Robbery,VALLEY RIDGE,,,,,,,,,,,,
Commercial Robbery,VALLEYFIELD,,,,,,,,,,,,
Commercial Robbery,VARSITY,,,,,,1,,,,,1,
Commercial Robbery,VISTA HEIGHTS,,,,,,,,,,,,
Commercial Robbery,WALDEN,,,,,,,,,,,,
Commercial Robbery,WEST HILLHURST,1,,,,,,,,,,,
Commercial Robbery,WEST SPRINGS,,,,,1,,,,,,,
Commercial Robbery,WESTGATE,,,,,,,,,,,,
Commercial Robbery,WESTWINDS,,,1,1,,,,,,,,
Commercial Robbery,WHITEHORN,,,,,,,,,,,2,
Commercial Robbery,WILDWOOD,,,,,,,,,,,,
Commercial Robbery,WILLOW PARK,,,,,1,,,,,,,
Commercial Robbery,WINDSOR PARK,,,,,,,,,,,,1
Commercial Robbery,WINSTON HEIGHTS/MOUNTVIEW,,,,,,1,,,,,,
Commercial Robbery,WOLF WILLOW,,,,,,,,,,,,
Commercial Robbery,WOODBINE,,,,,,,,,,,,
Commercial Robbery,WOODLANDS,,,,,2,,,,,,,
Commercial Robbery,YORKVILLE,,,,,,,,,,,,
Commercial Robbery,01B,,,,,,,,,,,,
Commercial Robbery,01F,,,,,,,,,,,,
Commercial Robbery,01I,,,,,,,,,,,,
Commercial Robbery,01K,,,,,,,,,,,,
Commercial Robbery,02B,,,,,,,,,,,,
Commercial Robbery,02C,,,,,,,,,,,,
Commercial Robbery,02E,,,,,,,,,,,,
Commercial Robbery,02F,,,,,,,,,,,,
Commercial Robbery,02K,,,,,,,,,,,,
Commercial Robbery,02L,,,,,,,,,,,,
Commercial Robbery,03W,,,,,,,,,,,,
Commercial Robbery,05D,,,,,,,,,,,,
Commercial Robbery,05F,,,,,,,,,,,,
Commercial Robbery,05G,,,,,,,,,,,,
Commercial Robbery,06A,,,,,,,,,,,,
Commercial Robbery,06B,,,,,,,,,,,,
Commercial Robbery,06C,,,,,,,,,,,,
Commercial Robbery,09D,,,,,,,,,,,,
Commercial Robbery,09H,,,,,,,,,,,,
Commercial Robbery,09K,,,,,,,,,,,,
Commercial Robbery,09O,,,,,,,,,,,,
Commercial Robbery,09P,,,,,,,,,,,,
Commercial Robbery,09Q,,,,,,,,,,,,
Commercial Robbery,10D,,,,,,,,,,,,
Commercial Robbery,10E,,,,,,,,,,,,
Commercial Robbery,12A,,,,,,,,,,,,
Commercial Robbery,12B,,,,,,,,,,,,
Commercial Robbery,12C,,,,,,,,,,,,
Commercial Robbery,12I,,,,,,,,,,,,
Commercial Robbery,12J,,,,,,,,,,,,
Commercial Robbery,12K,,,,,,,,,,,,
Commercial Robbery,12L,,,,,,,,,,,,
Commercial Robbery,13A,,,,,,,,,,,,
Commercial Robbery,13C,,,,,,,,,,,,
Commercial Robbery,13E,,,,,,,,,,,,
Commercial Robbery,13F,,,,,,,,,,,,
Commercial Robbery,13G,,,,,,,,,,,,
Commercial Robbery,13H,,,,,,,,,,,,
Commercial Robbery,13M,,,,,,,,,,,,
Commercial Robbery,SCARBORO/ SUNALTA WEST,,,,,,,,,,,,
Commercial Robbery,01H CRESTMONT,,,,,,,,,,,,
Commercial Robbery,01H,,,,,,,,,,,,
Commercial Robbery,LEWISBURG,,,,,,,,,,,,
Commercial Robbery,13J,,,,,,,,,,,,
Commercial Robbery,CORNERSTONE ,,,,,,,,,,,,
,,,,,,,,,,,,,
Street Robbery,ABBEYDALE,2,,,,,1,,1,,,,1
Street Robbery,ACADIA,,,1,,,,,,,,,
Street Robbery,ALBERT PARK/RADISSON HEIGHTS,,,2,,3,5,3,3,2,2,2,1
Street Robbery,ALPINE PARK,,,,,,,,,,,,
Street Robbery,ALTADORE,,,,,,,1,,,,,
Street Robbery,ALYTH/BONNYBROOK,,,,,,,,,,,,1
Street Robbery,AMBLETON,,,,,,,,,,,,
Street Robbery,APPLEWOOD PARK,,,,1,,1,,,,1,1,
Street Robbery,ARBOUR LAKE,,,,,1,,,1,,,2,
Street Robbery,ASPEN WOODS,,,,,,,,,,,,
Street Robbery,AUBURN BAY,,,2,,,,,,,,,
Street Robbery,AURORA BUSINESS PARK,,,,,,,,,,,,
Street Robbery,BANFF TRAIL,1,,1,,,,,,,,,
Street Robbery,BANKVIEW,1,,,,,,,1,,1,,
Street Robbery,BAYVIEW,,,,,,,,,,,,
Street Robbery,BEDDINGTON HEIGHTS,,,2,,,,,,,,,
Street Robbery,BEL-AIRE,,,,,,,,,,,,
Street Robbery,BELMONT,,,,,,,,,,,,
Street Robbery,BELTLINE,6,2,1,5,2,4,6,6,4,3,3,4
Street Robbery,BELVEDERE,,,,,,,1,,,,1,
Street Robbery,BONAVISTA DOWNS,,,,,,,,,,,,
Street Robbery,BOWNESS,,1,1,,1,2,1,1,,2,,
Street Robbery,BRAESIDE,,1,,,,,,,,,,
Street Robbery,BRENTWOOD,,1,,,,,,1,,,,2
Street Robbery,BRIDGELAND/RIVERSIDE,1,1,2,,2,,1,4,,,,
Street Robbery,BRIDLEWOOD,,,,1,,,,,,,,
Street Robbery,BRITANNIA,,,,,,,,,,,,
Street Robbery,BURNS INDUSTRIAL,,,,,,,,,,,,
Street Robbery,CALGARY INTERNATIONAL AIRPORT,,1,,,,,,1,,,1,
Street Robbery,CAMBRIAN HEIGHTS,,,,,,,,,,,,
Street Robbery,CANADA OLYMPIC PARK,,,,,,,,,,,,
Street Robbery,CANYON MEADOWS,,,,,,,,,,,,
Street Robbery,CAPITOL HILL,,,,,,,,,,1,,
Street Robbery,CARRINGTON,,,,,,,,,,,,
Street Robbery,CASTLERIDGE,,1,3,,,,,1,1,,,
Street Robbery,CEDARBRAE,1,,,,,,,,,,,1
Street Robbery,CHAPARRAL,,,,,,,,,,,,
Street Robbery,CHARLESWOOD,,,,,,,,,,,,
Street Robbery,CHINATOWN,,,,,,1,,1,1,,,
Street Robbery,CHINOOK PARK,,,,,,,,,,,,
Street Robbery,CHRISTIE PARK,,,,,,,,,,,,
Street Robbery,CITADEL,,,,,,,,,,,,
Street Robbery,CITYSCAPE,,,,,,,,,,,,
Street Robbery,CLIFF BUNGALOW,,,,2,,,,,1,,,
Street Robbery,COACH HILL,,,,,,,,,,,,
Street Robbery,COLLINGWOOD,,,,,,,,,,,,
Street Robbery,COPPERFIELD,,,,,,,,,,,,
Street Robbery,CORAL SPRINGS,,1,,,,,,,1,,,
Street Robbery,CORNERSTONE,,,,,,,,,,,1,1
Street Robbery,COUGAR RIDGE,,1,,,,,,,,,,
Street Robbery,COUNTRY HILLS,,,,,,,,,,,,
Street Robbery,COUNTRY HILLS VILLAGE,,,1,1,1,,,1,,,,
Street Robbery,COVENTRY HILLS,,1,,,,,,1,2,,1,
Street Robbery,CRANSTON,,,,,,,,,,,,
Street Robbery,CRESCENT HEIGHTS,,,,,1,2,1,1,,1,1,
Street Robbery,CRESTMONT,,,,,,,,,,,,
Street Robbery,CURRIE BARRACKS,,,,,,,,,,,,
Street Robbery,DALHOUSIE,,,2,,,,,,,,,
Street Robbery,DEER RIDGE,,,1,,,,,,,,,1
Street Robbery,DEER RUN,,,,,,,,,,,,
Street Robbery,DEERFOOT BUSINESS CENTRE,,,,,,,,1,,,,
Street Robbery,DIAMOND COVE,,,,,,,,,,,,
Street Robbery,DISCOVERY RIDGE,,,,,,,,,,,,
Street Robbery,DOUGLASDALE/GLEN,,,,,,2,,,,,,
Street Robbery,DOVER,,1,,,1,,,1,,,,
Street Robbery,DOWNTOWN COMMERCIAL CORE,3,2,2,7,13,7,7,3,6,5,5,4
Street Robbery,DOWNTOWN EAST VILLAGE,2,2,,1,2,3,3,3,4,1,2,4
Street Robbery,DOWNTOWN WEST END,,,,,,1,1,,,,,
Street Robbery,EAGLE RIDGE,,,,,,,,,,,,
Street Robbery,EAST FAIRVIEW INDUSTRIAL,,,,,,,,,,,,
Street Robbery,EAST SHEPARD INDUSTRIAL,,,,,,,,,,,,
Street Robbery,EASTFIELD,,,,,,,,,,,,
Street Robbery,EAU CLAIRE,,,,,1,,,,,,,
Street Robbery,EDGEMONT,,,1,,,,,1,,,,
Street Robbery,ELBOW PARK,,,,,,,,,,,,
Street Robbery,ELBOYA,,,,,,,,,,,,
Street Robbery,ERIN WOODS,1,,,,,,1,,,,,
Street Robbery,ERLTON,,,,,,,,,,,,
Street Robbery,EVANSTON,,,1,,,,,,1,,,
Street Robbery,EVERGREEN,,,1,1,,,,,,1,,
Street Robbery,FAIRVIEW,,,,,,1,,,,,,
Street Robbery,FAIRVIEW INDUSTRIAL,,,1,,,,,,,,,
Street Robbery,FALCONRIDGE,1,1,3,3,1,2,1,1,,1,2,
Street Robbery,FISH CREEK PARK,,,,,,,,1,,,,
Street Robbery,FOOTHILLS,,,,,,,,1,,,,
Street Robbery,FOREST HEIGHTS,,,1,1,1,1,1,1,,,2,1
Street Robbery,FOREST LAWN,1,,2,3,,2,4,4,1,1,2,
Street Robbery,FOREST LAWN INDUSTRIAL,,,,1,,,,,1,,,
Street Robbery,FRANKLIN,,,,1,,,1,,,,,1
Street Robbery,GARRISON GREEN,,,,,,,,,,,,
Street Robbery,GARRISON WOODS,,,,,,,,,,,,
Street Robbery,GLACIER RIDGE,,,,,,,,,,,,
Street Robbery,GLAMORGAN,,,,1,,,,,,,,
Street Robbery,GLENBROOK,,,,,,,,,1,,,
Street Robbery,GLENDALE,,,,,,,,,,,,
Street Robbery,GLENDEER BUSINESS PARK,,,,,,,,,,,,
Street Robbery,GLENMORE PARK,,,,,,,,,,,,
Street Robbery,GOLDEN TRIANGLE,,,,,,,,,,,,
Street Robbery,GREAT PLAINS,,,,,,,,,,,,
Street Robbery,GREENVIEW,,,,,,,,,,,,
Street Robbery,GREENVIEW INDUSTRIAL PARK,,,,,,,,,,,,
Street Robbery,GREENWOOD/GREENBRIAR,,,,,,,,,,,,
Street Robbery,HAMPTONS,,,,,,,,,,,,
Street Robbery,HARVEST HILLS,,,,,,,,,,,,
Street Robbery,HASKAYNE,,,,,,,,,,,,
Street Robbery,HAWKWOOD,,,,,,,,,,,,
Street Robbery,HAYSBORO,,,,2,,1,,,,1,1,
Street Robbery,HIDDEN VALLEY,,,,,,,,,,1,,
Street Robbery,HIGHFIELD,,,,,,,,,,1,,
Street Robbery,HIGHLAND PARK,,,,,,,,1,,1,,
Street Robbery,HIGHWOOD,1,,,,1,,,,,1,,
Street Robbery,HILLHURST,,,,,1,2,,,,,,1
Street Robbery,HOMESTEAD,,,,,,,,,,,,
Street Robbery,HORIZON,,,1,1,2,,2,,1,1,,
Street Robbery,HOTCHKISS,,,,,,,,,,,,
Street Robbery,HOUNSFIELD HEIGHTS/BRIAR HILL,,,1,,,1,,,1,1,1,2
Street Robbery,HUNTINGTON HILLS,,1,1,2,3,1,,,2,1,,1
Street Robbery,INGLEWOOD,,,,1,,,,,1,1,,
Street Robbery,KELVIN GROVE,,,,,,,,,,,,
Street Robbery,KEYSTONE HILLS,,,,,,,,,,,,
Street Robbery,KILLARNEY/GLENGARRY,,,,1,,1,1,1,,,,
Street Robbery,KINCORA,,,,,,,,,,,,1
Street Robbery,KINGSLAND,,,,,1,,2,,1,,,
Street Robbery,LAKE BONAVISTA,,,,,,,,,,,,
Street Robbery,LAKEVIEW,,,,,,,,,,,,
Street Robbery,LEGACY,,,,,,,,,1,,,
Street Robbery,LINCOLN PARK,,,,,,,,,,,,
Street Robbery,LIVINGSTON,,,,,,,,,,,,
Street Robbery,LOWER MOUNT ROYAL,1,,,,,,,,,,,
Street Robbery,MACEWAN GLEN,,,,,,1,,,,,,
Street Robbery,MAHOGANY,,,,,,1,,,,,,1
Street Robbery,MANCHESTER,,,,,1,,,,1,,,
Street Robbery,MANCHESTER INDUSTRIAL,1,2,1,1,2,,3,1,1,,,1
Street Robbery,MAPLE RIDGE,,,,,,,,,,,,
Street Robbery,MARLBOROUGH,5,3,4,3,2,6,3,1,3,4,4,4
Street Robbery,MARLBOROUGH PARK,1,1,,,,,,1,,1,,1
Street Robbery,MARTINDALE,,3,4,,1,,,,1,1,,1
Street Robbery,MAYFAIR,,,,,,,,,,,,
Street Robbery,MAYLAND,,,2,,,,,,,,,
Street Robbery,MAYLAND HEIGHTS,,,,,,1,,,,,,
Street Robbery,MCCALL,,,,,,,,,1,,,
Street Robbery,MCKENZIE LAKE,,,,,,,,1,,,,
Street Robbery,MCKENZIE TOWNE,,,,,1,,1,,,,,1
Street Robbery,MEADOWLARK PARK,2,1,3,,2,1,,1,1,,,
Street Robbery,MEDICINE HILL,,,,,,,,,,,,
Street Robbery,MERIDIAN,,1,,1,,2,,,,,1,
Street Robbery,MIDNAPORE,,,,,,,,,,,,
Street Robbery,MILLRISE,,,1,,,,,1,,,,
Street Robbery,MISSION,,,,,,,,,,,1,
Street Robbery,MONTEREY PARK,,,,1,,,,1,1,,,
Street Robbery,MONTGOMERY,,,,2,,,,,1,,,
Street Robbery,MOUNT PLEASANT,,,,,,,,,,1,,1
Street Robbery,NEW BRIGHTON,,,,1,,,,,,,,
Street Robbery,NOLAN HILL,,,,,,,,,,,,
Street Robbery,NORTH AIRWAYS,,,,,,,,,,,,
Street Robbery,NORTH GLENMORE PARK,,,,,,,,,,,,
Street Robbery,NORTH HAVEN,,,,,,,,,,,,
Street Robbery,NORTH HAVEN UPPER,,,,,,,,,,,,
Street Robbery,NOSE HILL PARK,,,,,,,,,,,,
Street Robbery,OAKRIDGE,,,,,1,,,,,,,
Street Robbery,OGDEN,,,,1,,,1,,1,,,
Street Robbery,OGDEN SHOPS,,,,,,,,,,,,
Street Robbery,PALLISER,,,,,,,,,,,,
Street Robbery,PANORAMA HILLS,,,1,,1,,,,1,1,,
Street Robbery,PARKDALE,,,,,,,,,,,,
Street Robbery,PARKHILL,,,,,,,,,1,,,
Street Robbery,PARKLAND,,,,,,,,,,,,
Street Robbery,PATTERSON,,,,,,,,,,,,
Street Robbery,PEGASUS,,,,,,,,,,,,
Street Robbery,PENBROOKE MEADOWS,1,1,,,1,,1,1,,,,
Street Robbery,PINE CREEK,,,,,,,,,,,,
Street Robbery,PINERIDGE,2,1,1,,,1,,1,1,,,
Street Robbery,POINT MCKAY,,,,,,,,,,,,
Street Robbery,PUMP HILL,,,,,,,,1,,,,
Street Robbery,QUEENS PARK VILLAGE,,,,,,,,,,,,
Street Robbery,QUEENSLAND,,,,,1,,,,,,1,
Street Robbery,RAMSAY,,,,,,,,,,,,
Street Robbery,RANCHLANDS,,,,,,,,,,1,,
Street Robbery,RANGEVIEW,,,,,,,,,,,,
Street Robbery,RED CARPET,,,,,,1,,,,,,
Street Robbery,REDSTONE,,,,,,,,,,,,
Street Robbery,RENFREW,,,,,1,,,1,,1,1,
Street Robbery,RICHMOND,,,,,,,,,,,,
Street Robbery,RIDEAU PARK,,,,,,,,,,,,
Street Robbery,RIVERBEND,,,,,,1,,,1,,,
Street Robbery,ROCKY RIDGE,,,,,,,,,,,,
Street Robbery,ROSEDALE,,,,,,,,,,,,
Street Robbery,ROSEMONT,,,,,,,,,,,,
Street Robbery,ROSSCARROCK,1,1,,1,,1,,,,1,1,3
Street Robbery,ROXBORO,,,,,,,,,,,,
Street Robbery,ROYAL OAK,,,,,,,,,,,,
Street Robbery,ROYAL VISTA,,,1,,,,,,,,,
Street Robbery,RUNDLE,1,2,2,,3,5,1,,1,2,3,3
Street Robbery,RUTLAND PARK,,,,,1,,,,,,,
Street Robbery,SADDLE RIDGE,1,,2,1,1,2,,2,3,1,2,
Street Robbery,SADDLE RIDGE INDUSTRIAL,,,,,,,,,,,,
Street Robbery,SAGE HILL,1,,1,,,,,,,,,
Street Robbery,SANDSTONE VALLEY,,,,,1,,,,,,,
Street Robbery,SCARBORO,,,,,1,,,,,,,
Street Robbery,SCENIC ACRES,,,,,,,,,,,,
Street Robbery,SECTION 23,,,,,,,,,,,,
Street Robbery,SETON,,,,,1,,,,,1,,
